Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Description,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Project Code,Program Code,Budget Type,Budget Name,Amount as number
FY14-15,Public Works,Public Works,30541,Equipment Services: Administration,4100,Equipment,UNDETERMINED PROJECT,FLEET MANAGEMENT & MAINTENANCE,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,2000,0000000,IN01,2,Adjusted,2000
FY14-15,Public Works,Public Works,30632,Facilities Services: Civic Center Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,48000,0000000,IN02,2,Adjusted,48000
FY14-15,Public Works,Public Works,30633,Facilities Services: Hall of Justice Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,25100,0000000,IN02,2,Adjusted,25100
FY14-15,Public Works,Public Works,30634,Facilities Services: Plant Operations,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,196450,0000000,IN02,2,Adjusted,196450
FY14-15,Public Works,Public Works,30651,Park Building Maintenance: Administration,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,8690,0000000,IN02,2,Adjusted,8690
FY14-15,Public Works,Public Works,30652,Landscape Maintenance,2310,Lighting and Landscape Assessment District,UNDETERMINED PROJECT,GROUNDS,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,72540,0000000,NB07,2,Adjusted,72540
FY14-15,Public Works,Public Works,30654,Tree Services,2310,Lighting and Landscape Assessment District,UNDETERMINED PROJECT,TREES,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,2300,0000000,NB09,2,Adjusted,2300
FY14-15,Public Works,Public Works,30655,Building Maintenance: Electrical / Painting,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,164260,0000000,IN02,2,Adjusted,164260
FY14-15,Public Works,Public Works,30658,Building Maintenance: Structural,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,142190,0000000,IN02,2,Adjusted,142190
FY14-15,Parks & Recreation,Parks & Recreation,509290,Ball Fields Maintenance,2310,Lighting and Landscape Assessment District,UNDETERMINED PROJECT,BALL FIELDS,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,660,0000000,NB10,2,Adjusted,660
FY14-15,Capital Improvement Projects,Capital Improvement Projects,92228,Engineer Design: Electrical Projects,2211,Measure B: ACTIA,UNDETERMINED PROJECT,ELECTRICAL & ENERGY EFFICIENCY,Expense,52511,Services & Supplies,Supplies: Electrical and Plumbing,150000,0000000,IN07,2,Adjusted,150000
FY14-15,Human Resources Management,Human Resources Management,5621,Risk Management,1150,Worker's Compensation Insurance Claims,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,52512,Services & Supplies,Supplies: Construction,710,0000000,IP59,2,Adjusted,710
FY14-15,Fire,Fire Department,20321,Technical Services,1720,Comprehensive Clean-up,HOUSEHOLD HAZ WASTE II,FIRE PREVENTION BUREAU,Expense,52512,Services & Supplies,Supplies: Construction,500,P40200,PS23,2,Adjusted,500
FY14-15,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Expense,52512,Services & Supplies,Supplies: Construction,540,0000000,PS27,2,Adjusted,540
FY14-15,Fire,Fire Department,20816,Fire: Support Services,1010,General Fund: General Purpose,UNDETERMINED PROJECT,EMERGENCY RESPONSE SUPPORT SERVICES,Expense,52512,Services & Supplies,Supplies: Construction,5000,0000000,PS26,2,Adjusted,5000
FY14-15,Public Works,Public Works,30231,Project Delivery: Admin,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,PROJECT DELIVERY,Expense,52512,Services & Supplies,Supplies: Construction,5400,A167720,IN06,2,Adjusted,5400
FY14-15,Public Works,Public Works,30522,Electrical Services: Maintenance,2231,State Gas Tax-Prop 42 Replacement Funds,UNDETERMINED PROJECT,STREET LIGHT MANAGEMENT & MAINT,Expense,52512,Services & Supplies,Supplies: Construction,630,0000000,IN16,2,Adjusted,630
FY14-15,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,UNDETERMINED PROJECT,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,52512,Services & Supplies,Supplies: Construction,820,0000000,NB40,2,Adjusted,820
FY14-15,Public Works,Public Works,30632,Facilities Services: Civic Center Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52512,Services & Supplies,Supplies: Construction,500,0000000,IN02,2,Adjusted,500
FY14-15,Public Works,Public Works,30671,Street Cleaning Graffiti Abatement: Administration,1720,Comprehensive Clean-up,UNDETERMINED PROJECT,KEEP OAKLAND CLEAN & BEAUTIFUL,Expense,52512,Services & Supplies,Supplies: Construction,26530,0000000,NB35,2,Adjusted,26530
FY14-15,Parks & Recreation,Parks & Recreation,501110,Office of OPR Director,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CENTRAL ADMINISTRATION,Expense,52512,Services & Supplies,Supplies: Construction,200,0000000,NB01,2,Adjusted,200
FY14-15,Parks & Recreation,Parks & Recreation,501240,Central Reservations,1820,OPRCA Self Sustaining Revolving Fund,CENTRAL RESERVATIONS SET-UP FEE,CENTRAL RESERVATIONS,Expense,52512,Services & Supplies,Supplies: Construction,1334,P319110,IP57,2,Adjusted,1334
FY14-15,Parks & Recreation,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,MOSSWOOD MAIN,"RECREATION, CULTURAL CIVIC",Expense,52512,Services & Supplies,Supplies: Construction,900,P53711,NB03,2,Adjusted,900
FY14-15,Parks & Recreation,Parks & Recreation,502350,Boating,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS BOATING,Expense,52512,Services & Supplies,Supplies: Construction,850,0000000,IN11,2,Adjusted,850
FY14-15,Parks & Recreation,Parks & Recreation,503231,Allendale Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,ENRICHMENT MAIN,"RECREATION, CULTURAL CIVIC",Expense,52512,Services & Supplies,Supplies: Construction,135,P52811,NB03,2,Adjusted,135
FY14-15,Parks & Recreation,Parks & Recreation,504330,Studio One,1820,OPRCA Self Sustaining Revolving Fund,STUDIO ONE REGISTRATION-MAIN,CULTURAL ARTS,Expense,52512,Services & Supplies,Supplies: Construction,479,P52421,CE05,2,Adjusted,479
FY14-15,Human Services,Human Services,78111,Department of Human Services: Administration,2159,State of California Other,MAA PROGRAM ACTIVITIES,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,52512,Services & Supplies,Supplies: Construction,2,G261710,YS14,2,Adjusted,2
FY14-15,Fire,Fire Department,20311,Fire Marshal's Office,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FIRE PREVENTION BUREAU,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,170,0000000,PS23,2,Adjusted,170
FY14-15,Fire,Fire Department,20814,Fire: Airport,1010,General Fund: General Purpose,UNDETERMINED PROJECT,SPECIAL OPERATIONS-EMERGENCY RESPONSE,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,12000,0000000,PS18,2,Adjusted,12000
FY14-15,Public Works,Public Works,30131,Public Works Call Center,7760,Grant Clearing,PWA OVERHEAD CLEARING,ADMINISTRATION-TO BE ALLOCATED,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,5000,A167710,AD01,2,Adjusted,5000
FY14-15,Public Works,Public Works,30632,Facilities Services: Civic Center Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,10000,0000000,IN02,2,Adjusted,10000
FY14-15,Information Technology,Information Technology,46111,Administrative Services,1010,General Fund: General Purpose,UNDETERMINED PROJECT,TECHNOLOGY MANAGEMENT,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,2000,0000000,IP62,2,Adjusted,2000
FY14-15,Information Technology,Information Technology,46211,Customer Support,1010,General Fund: General Purpose,UNDETERMINED PROJECT,TECHNOLOGY MANAGEMENT,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,1000,0000000,IP62,2,Adjusted,1000
FY14-15,Information Technology,Information Technology,46231,Technology Installation Services,1010,General Fund: General Purpose,UNDETERMINED PROJECT,TECHNOLOGY MANAGEMENT,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,20850,0000000,IP62,2,Adjusted,20850
FY14-15,Information Technology,Information Technology,46241,Network Engineering Maintenance,4200,Radio / Telecommunications,UNDETERMINED PROJECT,NETWORK ENGINEERING AND TELECOMMUNICATIONS SERVICES,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,235700,0000000,IP68,2,Adjusted,235700
FY14-15,Information Technology,Information Technology,46241,Network Engineering Maintenance,4200,Radio / Telecommunications,RADIO REBANDING,NETWORK ENGINEERING AND TELECOMMUNICATIONS SERVICES,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,300000,P288610,IP68,2,Adjusted,300000
FY14-15,Information Technology,Information Technology,46321,Systems Database Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,TECHNOLOGY MANAGEMENT,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,1500,0000000,IP62,2,Adjusted,1500
FY14-15,Information Technology,Information Technology,46331,Systems Operations,1010,General Fund: General Purpose,UNDETERMINED PROJECT,TECHNOLOGY MANAGEMENT,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,1650,0000000,IP62,2,Adjusted,1650
FY14-15,Information Technology,Information Technology,46351,Geographical Information Systems,1010,General Fund: General Purpose,UNDETERMINED PROJECT,TECHNOLOGY MANAGEMENT,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,1000,0000000,IP62,2,Adjusted,1000
FY14-15,Human Services,Human Services,78111,Department of Human Services: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,OAKLAND FUND FOR CHILDREN & YOUTH,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,540,0000000,YS04,2,Adjusted,540
FY14-15,Human Services,Human Services,78111,Department of Human Services: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"STRENGTHENING CHILDREN, YOUTH & FAMILIES",Expense,52513,Services & Supplies,Supplies: Telephone and Materials,900,0000000,YS13,2,Adjusted,900
FY14-15,Human Services,Human Services,78111,Department of Human Services: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,MEASURE Y,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,540,0000000,PS37,2,Adjusted,540
FY14-15,Human Services,Human Services,78111,Department of Human Services: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FOSTERING SAFE AND HEALTHY COMMUNITIES,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,900,0000000,SC22,2,Adjusted,900
FY14-15,Human Services,Human Services,78111,Department of Human Services: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,720,0000000,YS14,2,Adjusted,720
FY14-15,Planning & Building,Planning & Building,84421,Engineering: Permit Center,2415,Development Service Fund,UNDETERMINED PROJECT,ENGINEERING & ARCHITECTURAL PLAN APPROVAL,Expense,52513,Services & Supplies,Supplies: Telephone and Materials,800,0000000,PS30,2,Adjusted,800
FY14-15,Information Technology,Information Technology,46241,Network Engineering Maintenance,4200,Radio / Telecommunications,UNDETERMINED PROJECT,TECHNOLOGY MANAGEMENT,Expense,52515,Services & Supplies,Radio Material,66481,0000000,IP62,2,Adjusted,66481
FY14-15,Information Technology,Information Technology,46241,Network Engineering Maintenance,4200,Radio / Telecommunications,RADIO REBANDING,NETWORK ENGINEERING AND TELECOMMUNICATIONS SERVICES,Expense,52515,Services & Supplies,Radio Material,142,C336810,IP68,2,Adjusted,142
FY14-15,Information Technology,Information Technology,46241,Network Engineering Maintenance,4200,Radio / Telecommunications,RADIO REBANDING,NETWORK ENGINEERING AND TELECOMMUNICATIONS SERVICES,Expense,52515,Services & Supplies,Radio Material,19126,P288610,IP68,2,Adjusted,19126
FY14-15,Fire,Fire Department,20816,Fire: Support Services,1010,General Fund: General Purpose,UNDETERMINED PROJECT,EMERGENCY RESPONSE SUPPORT SERVICES,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,3000,0000000,PS26,2,Adjusted,3000
FY14-15,Public Works,Public Works,30231,Project Delivery: Admin,3100,Sewer Service Fund,UNDETERMINED PROJECT,PROJECT DELIVERY,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,1000,0000000,IN06,2,Adjusted,1000
FY14-15,Public Works,Public Works,30241,Engineering Design & ROW: Admin,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,ENGINEERING PLANNING & DESIGN,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,200,A167720,IN05,2,Adjusted,200
FY14-15,Public Works,Public Works,30261,Transportation Services: Admin,1750,Multipurpose Reserve,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,1000,0000000,NB33,2,Adjusted,1000
FY14-15,Public Works,Public Works,30523,Electrical Services: Traffic Maintenance,2230,State Gas Tax,UNDETERMINED PROJECT,TRAFFIC SIGNS AND MARKINGS MANAGEMENT & MAINT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,149330,0000000,NB40,2,Adjusted,149330
FY14-15,Public Works,Public Works,30524,Electrical Services: Meter Operations,1010,General Fund: General Purpose,UNDETERMINED PROJECT,PARKING MANAGEMENT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,150000,0000000,IP60,2,Adjusted,150000
FY14-15,Public Works,Public Works,30532,Infrastructure Maint: Storm Drain,3100,Sewer Service Fund,UNDETERMINED PROJECT,STORM DRAIN MANAGEMENT & MAINT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,10000,0000000,IN14,2,Adjusted,10000
FY14-15,Public Works,Public Works,30533,Infrastructure Maint: Sewer System,3100,Sewer Service Fund,UNDETERMINED PROJECT,SANITARY SEWER MANAGEMENT & MAINT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,35750,0000000,IN13,2,Adjusted,35750
FY14-15,Public Works,Public Works,30534,Infrastructure Maint: Street Sidewalk,2230,State Gas Tax,UNDETERMINED PROJECT,STREETS & SIDEWALKS MGMT & DEVELOPMENT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,15760,0000000,IN04,2,Adjusted,15760
FY14-15,Public Works,Public Works,30632,Facilities Services: Civic Center Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,14500,0000000,IN02,2,Adjusted,14500
FY14-15,Public Works,Public Works,30633,Facilities Services: Hall of Justice Complex,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,10000,0000000,IN02,2,Adjusted,10000
FY14-15,Public Works,Public Works,30634,Facilities Services: Plant Operations,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,40000,0000000,IN02,2,Adjusted,40000
FY14-15,Parks & Recreation,Parks & Recreation,502350,Boating,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS BOATING,Expense,52519,Services & Supplies,Supplies: Miscellaneous Building,200,0000000,IN11,2,Adjusted,200
FY14-15,Human Resources Management,Human Resources Management,5621,Risk Management,1150,Worker's Compensation Insurance Claims,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,52611,Services & Supplies,Supplies: Athletic,1780,0000000,IP59,2,Adjusted,1780
FY14-15,Public Works,Public Works,30658,Building Maintenance: Structural,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52611,Services & Supplies,Supplies: Athletic,5500,0000000,IN02,2,Adjusted,5500
FY14-15,Parks & Recreation,Parks & Recreation,502231,Bushrod Recreation Center,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52611,Services & Supplies,Supplies: Athletic,685,0000000,NB03,2,Adjusted,685
FY14-15,Parks & Recreation,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,MONTCLAIR MAIN,"RECREATION, CULTURAL CIVIC",Expense,52611,Services & Supplies,Supplies: Athletic,101,P52511,NB03,2,Adjusted,101
FY14-15,Parks & Recreation,Parks & Recreation,502310,Aquatics Supervision,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS,Expense,52611,Services & Supplies,Supplies: Athletic,980,0000000,NB05,2,Adjusted,980
FY14-15,Parks & Recreation,Parks & Recreation,502320,Tennis,1820,OPRCA Self Sustaining Revolving Fund,METRO DAVIE STADIUM IMPVMT FUND,DAVIES TENNIS & CITYWIDE TENNIS,Expense,52611,Services & Supplies,Supplies: Athletic,1412,P177910,IN12,2,Adjusted,1412
FY14-15,Parks & Recreation,Parks & Recreation,502330,City-Wide Sports,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AFTER SCHOOL SPORTS,Expense,52611,Services & Supplies,Supplies: Athletic,16779,0000000,YS16,2,Adjusted,16779
FY14-15,Parks & Recreation,Parks & Recreation,502340,Youth Adult Sports,1010,General Fund: General Purpose,UNDETERMINED PROJECT,COMPETITIVE SPORTS,Expense,52611,Services & Supplies,Supplies: Athletic,3625,0000000,NB04,2,Adjusted,3625
FY14-15,Parks & Recreation,Parks & Recreation,502340,Youth Adult Sports,1820,OPRCA Self Sustaining Revolving Fund,ADULT SPORTS,COMPETITIVE SPORTS,Expense,52611,Services & Supplies,Supplies: Athletic,4304,P184210,NB04,2,Adjusted,4304
FY14-15,Parks & Recreation,Parks & Recreation,509330,At-Risk Youth,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"RECREATION, CULTURAL CIVIC",Expense,52611,Services & Supplies,Supplies: Athletic,3700,0000000,NB03,2,Adjusted,3700
FY14-15,Police,Police Department,102310,Criminal Investigation,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CRIMINAL INVESTIGATIONS,Expense,52612,Services & Supplies,Supplies: Craft,22000,0000000,PS03,2,Adjusted,22000
FY14-15,Fire,Fire Department,20110,Fire Chief,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FIRE DEPARTMENT ADMINISTRATION,Expense,52612,Services & Supplies,Supplies: Craft,12000,0000000,PS15,2,Adjusted,12000
FY14-15,Fire,Fire Department,20311,Fire Marshal's Office,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FIRE PREVENTION BUREAU,Expense,52612,Services & Supplies,Supplies: Craft,33040,0000000,PS23,2,Adjusted,33040
FY14-15,Fire,Fire Department,20511,Budget Planning: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FIRE DEPARTMENT ADMINISTRATION,Expense,52612,Services & Supplies,Supplies: Craft,6000,0000000,PS15,2,Adjusted,6000
FY14-15,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Expense,52612,Services & Supplies,Supplies: Craft,2200,0000000,PS27,2,Adjusted,2200
FY14-15,Fire,Fire Department,20811,Fire: Human Resources,1010,General Fund: General Purpose,UNDETERMINED PROJECT,PERSONNEL RESOURCE MANAGEMENT,Expense,52612,Services & Supplies,Supplies: Craft,600,0000000,PS16,2,Adjusted,600
FY14-15,Public Works,Public Works,30261,Transportation Services: Admin,1750,Multipurpose Reserve,UNDETERMINED PROJECT,TRANSPORTATION & PEDESTRIAN SAFETY,Expense,52612,Services & Supplies,Supplies: Craft,1500,0000000,NB33,2,Adjusted,1500
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,WEST OAK SR CTR 98-99,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,52612,Services & Supplies,Supplies: Craft,410,P58630,YS14,2,Adjusted,410
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,DOWNTOWN OAK SR CTR 98-99,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,52612,Services & Supplies,Supplies: Craft,410,P58610,YS14,2,Adjusted,410
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,NORTH OAK SR CTR 98-99,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,52612,Services & Supplies,Supplies: Craft,410,P58640,YS14,2,Adjusted,410
FY14-15,Human Services,Human Services,75631,Senior Center,1010,General Fund: General Purpose,EAST OAK SR CTR FY98-99,EMPOWERING SENIORS & PEOPLE WITH DISABILITY,Expense,52612,Services & Supplies,Supplies: Craft,410,P58620,YS14,2,Adjusted,410
FY14-15,Public Library,Library,61511,African-American Museum Library,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,AFRICAN AMERICAN MUSEUM & LIBRARY AT OAKLAND,Expense,52613,Services & Supplies,Supplies: Exhibit,10000,0000000,NB18,2,Adjusted,10000
FY14-15,City Council,City Council,511,District Five,1010,General Fund: General Purpose,UNDETERMINED PROJECT,POLICY ANALYSIS,Expense,52614,Services & Supplies,Books,30,0000000,IP52,2,Adjusted,30
FY14-15,Mayor,Mayor,1111,Mayor: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,MAYOR'S SUPPORT,Expense,52614,Services & Supplies,Books,250,0000000,IP01,2,Adjusted,250
FY14-15,City Administrator,Other Services,2331,Employee Relations,1010,General Fund: General Purpose,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,52614,Services & Supplies,Books,90,0000000,IP61,2,Adjusted,90
FY14-15,City Administrator,Contract Compliance,2621,Employment Services,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CONTRACT COMPLIANCE PROGRAM & EMPLOYMENT SERVICES,Expense,52614,Services & Supplies,Books,210,0000000,IP10,2,Adjusted,210
FY14-15,Human Resources Management,Human Resources Management,5111,Personnel Administration and Information,1010,General Fund: General Purpose,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,52614,Services & Supplies,Books,300,0000000,IP61,2,Adjusted,300
FY14-15,Human Resources Management,Human Resources Management,5211,Employment and Classification,1010,General Fund: General Purpose,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,52614,Services & Supplies,Books,170,0000000,IP61,2,Adjusted,170
FY14-15,Human Resources Management,Human Resources Management,5511,Human Resource Development,1010,General Fund: General Purpose,UNDETERMINED PROJECT,HUMAN RESOURCE MANAGEMENT,Expense,52614,Services & Supplies,Books,80,0000000,IP61,2,Adjusted,80
FY14-15,Human Resources Management,Human Resources Management,5621,Risk Management,1150,Worker's Compensation Insurance Claims,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,52614,Services & Supplies,Books,300,0000000,IP59,2,Adjusted,300
FY14-15,Finance,Administration,8111,Finance and Management: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,52614,Services & Supplies,Books,200,0000000,IP59,2,Adjusted,200
FY14-15,Finance,Controller's Office,8222,General Ledger,1010,General Fund: General Purpose,UNDETERMINED PROJECT,FINANCIAL MANAGEMENT,Expense,52614,Services & Supplies,Books,1500,0000000,IP59,2,Adjusted,1500
FY14-15,Finance,Controller's Office,8243,Purchasing,4550,Purchasing,UNDETERMINED PROJECT,PURCHASING AND CONTRACT ADMINISTRATION,Expense,52614,Services & Supplies,Books,550,0000000,IP28,2,Adjusted,550
FY14-15,Fire,Fire Department,20611,Education and Training: Administration,1010,General Fund: General Purpose,UNDETERMINED PROJECT,"FIRE DEPARTMENT SAFETY, EDUCATION, & TRAINING",Expense,52614,Services & Supplies,Books,16580,0000000,PS27,2,Adjusted,16580
FY14-15,Fire,Fire Department,20814,Fire: Airport,1010,General Fund: General Purpose,UNDETERMINED PROJECT,SPECIAL OPERATIONS-EMERGENCY RESPONSE,Expense,52614,Services & Supplies,Books,94430,0000000,PS18,2,Adjusted,94430
FY14-15,Public Works,Public Works,30111,Director's Office,7760,Grant Clearing,PWA OVERHEAD CLEARING,ADMINISTRATION-TO BE ALLOCATED,Expense,52614,Services & Supplies,Books,300,A167710,AD01,2,Adjusted,300
FY14-15,Public Works,Public Works,30211,Engineering & Construction: Admin,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,ENGINEERING PLANNING & DESIGN,Expense,52614,Services & Supplies,Books,3330,A167720,IN05,2,Adjusted,3330
FY14-15,Public Works,Public Works,30231,Project Delivery: Admin,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,PROJECT DELIVERY,Expense,52614,Services & Supplies,Books,280,A167720,IN06,2,Adjusted,280
FY14-15,Public Works,Public Works,30233,Project Management,7760,Grant Clearing,PWA DESIGN - ADMINSTRATION,PROJECT DELIVERY,Expense,52614,Services & Supplies,Books,1300,A167720,IN06,2,Adjusted,1300
FY14-15,Public Works,Public Works,30631,Facilities Services: Administration,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52614,Services & Supplies,Books,1100,0000000,IN02,2,Adjusted,1100
FY14-15,Public Works,Public Works,30651,Park Building Maintenance: Administration,4400,City Facilities,UNDETERMINED PROJECT,FACILITIES MANAGEMENT & DEVELOPMENT,Expense,52614,Services & Supplies,Books,500,0000000,IN02,2,Adjusted,500
FY14-15,Public Works,Public Works,30654,Tree Services,2310,Lighting and Landscape Assessment District,UNDETERMINED PROJECT,TREES,Expense,52614,Services & Supplies,Books,1360,0000000,NB09,2,Adjusted,1360
FY14-15,Public Works,Public Works,30681,Environmental Services: Administration,1710,Recycling Program,UNDETERMINED PROJECT,SUSTAINABLE OAKLAND PROGRAM,Expense,52614,Services & Supplies,Books,150,0000000,SC26,2,Adjusted,150
FY14-15,Public Works,Public Works,30681,Environmental Services: Administration,1710,Recycling Program,UNDETERMINED PROJECT,RECYCLING & SOLID WASTE,Expense,52614,Services & Supplies,Books,150,0000000,SC17,2,Adjusted,150
FY14-15,Parks & Recreation,Parks & Recreation,501110,Office of OPR Director,1010,General Fund: General Purpose,UNDETERMINED PROJECT,CENTRAL ADMINISTRATION,Expense,52614,Services & Supplies,Books,490,0000000,NB01,2,Adjusted,490
FY14-15,Parks & Recreation,Parks & Recreation,502350,Boating,1010,General Fund: General Purpose,UNDETERMINED PROJECT,AQUATICS BOATING,Expense,52614,Services & Supplies,Books,310,0000000,IN11,2,Adjusted,310
FY14-15,Public Library,Library,61141,Materials Unit,2241,Measure Q-Library Services Retention & Enhancement,UNDETERMINED PROJECT,LIBRARY SYSTEMWIDE SUPPORT,Expense,52614,Services & Supplies,Books,1393670,0000000,NB37,2,Adjusted,1393670
FY14-15,City Administrator,Other Services,63221,KTOP Operations,1760,Telecommunications Reserve,UNDETERMINED PROJECT,"COMMUNICATIONS-KTOP, WEBSITE & FILM OFFICE",Expense,52614,Services & Supplies,Books,150,0000000,IP13,2,Adjusted,150
