Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Code,Account Description,Account Category,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51111,Civilian: Regular,Civilian Salaries,13632,1,Adopted,13632
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51511,Civilian: Paid Leave Charge,Civilian Salaries,4049,1,Adopted,4049
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51611,Civilian: Retirement Accrual,Civilian Retirement,6259,1,Adopted,6259
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,6880,1,Adopted,6880
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,3342,1,Adopted,3342
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,4820,1,Adopted,4820
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58523,Overhead: Division Cost Allocation,Overhead Allocations,5119,1,Adopted,5119
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,51111,Civilian: Regular,Civilian Salaries,59887,1,Adopted,59887
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51111,Civilian: Regular,Civilian Salaries,907072,1,Adopted,907072
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51122,Temporary: Regular Part Time,Civilian Salaries,11292,1,Adopted,11292
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN17,TRANSPORTATION PLANNING AND FUNDING,51122,Temporary: Regular Part Time,Civilian Salaries,36886,1,Adopted,36886
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,6585,1,Adopted,6585
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,51111,Civilian: Regular,Civilian Salaries,69909,1,Adopted,69909
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51420,License,Allowances & Premiums,15148,1,Adopted,15148
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51511,Civilian: Paid Leave Charge,Civilian Salaries,269802,1,Adopted,269802
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN17,TRANSPORTATION PLANNING AND FUNDING,51511,Civilian: Paid Leave Charge,Civilian Salaries,1271,1,Adopted,1271
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,51511,Civilian: Paid Leave Charge,Civilian Salaries,17787,1,Adopted,17787
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51611,Civilian: Retirement Accrual,Civilian Retirement,416477,1,Adopted,416477
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,51611,Civilian: Retirement Accrual,Civilian Retirement,27497,1,Adopted,27497
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN17,TRANSPORTATION PLANNING AND FUNDING,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,2461,1,Adopted,2461
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,30223,1,Adopted,30223
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,458525,1,Adopted,458525
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN17,TRANSPORTATION PLANNING AND FUNDING,51627,Retirement Contributions,Civilian Retirement,1431,1,Adopted,1431
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51627,Retirement Contributions,Civilian Retirement,438,1,Adopted,438
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN17,TRANSPORTATION PLANNING AND FUNDING,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,7212,1,Adopted,7212
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,224563,1,Adopted,224563
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,14680,1,Adopted,14680
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN17,TRANSPORTATION PLANNING AND FUNDING,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,10402,1,Adopted,10402
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,21174,1,Adopted,21174
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,323894,1,Adopted,323894
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,58523,Overhead: Division Cost Allocation,Overhead Allocations,343974,1,Adopted,343974
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN17,TRANSPORTATION PLANNING AND FUNDING,58523,Overhead: Division Cost Allocation,Overhead Allocations,11046,1,Adopted,11046
FY16-17,Expense,Public Works,Public Works,30242,Streets & Structures,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,58523,Overhead: Division Cost Allocation,Overhead Allocations,22487,1,Adopted,22487
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51111,Civilian: Regular,Civilian Salaries,6654,1,Adopted,6654
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51511,Civilian: Paid Leave Charge,Civilian Salaries,1976,1,Adopted,1976
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51611,Civilian: Retirement Accrual,Civilian Retirement,3055,1,Adopted,3055
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,3358,1,Adopted,3358
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,1631,1,Adopted,1631
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,2353,1,Adopted,2353
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58523,Overhead: Division Cost Allocation,Overhead Allocations,2498,1,Adopted,2498
FY16-17,Revenue,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,45119,Public Works Fee: Miscellaneous,Service Charges,1149531,1,Adopted,1149531
FY16-17,Revenue,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,45119,Public Works Fee: Miscellaneous,Service Charges,123729,1,Adopted,123729
FY16-17,Revenue,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,C480710,BROOKLYN BASIN,V089,BROOKLYN BASIN     ORG 30231,48727,Other Revenue: Other Income,Miscellaneous Revenue,240000,1,Adopted,240000
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,51111,Civilian: Regular,Civilian Salaries,263764,1,Adopted,263764
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,51111,Civilian: Regular,Civilian Salaries,1011385,1,Adopted,1011385
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,1650,1,Adopted,1650
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,51428,Premium: Bilingual,Allowances & Premiums,2340,1,Adopted,2340
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,51111,Civilian: Regular,Civilian Salaries,14400,1,Adopted,14400
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,51428,Premium: Bilingual,Allowances & Premiums,2340,1,Adopted,2340
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,51511,Civilian: Paid Leave Charge,Civilian Salaries,300401,1,Adopted,300401
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,51511,Civilian: Paid Leave Charge,Civilian Salaries,78341,1,Adopted,78341
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,51611,Civilian: Retirement Accrual,Civilian Retirement,464367,1,Adopted,464367
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,51611,Civilian: Retirement Accrual,Civilian Retirement,121104,1,Adopted,121104
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,133113,1,Adopted,133113
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,510415,1,Adopted,510415
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,54011,Contract Contingencies (Budgetary Only),Contract Services,150000,1,Adopted,150000
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,C480710,BROOKLYN BASIN,V089,BROOKLYN BASIN     ORG 30231,54011,Contract Contingencies (Budgetary Only),Contract Services,240000,1,Adopted,240000
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,54919,Services: Miscellaneous Contract,Contract Services,75000,1,Adopted,75000
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,54919,Services: Miscellaneous Contract,Contract Services,100000,1,Adopted,100000
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,56411,City Vehicle Rentals,Internal Services & Work Orders,113636,1,Adopted,113636
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,247928,1,Adopted,247928
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,64658,1,Adopted,64658
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,93258,1,Adopted,93258
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,357593,1,Adopted,357593
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,58523,Overhead: Division Cost Allocation,Overhead Allocations,379762,1,Adopted,379762
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,2415,Development Service Fund,A167530,ENGINEERING SERVICES,IN05,ENGINEERING PLANNING & DESIGN,58523,Overhead: Division Cost Allocation,Overhead Allocations,99039,1,Adopted,99039
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,51111,Civilian: Regular,Civilian Salaries,98338,1,Adopted,98338
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,51511,Civilian: Paid Leave Charge,Civilian Salaries,29208,1,Adopted,29208
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,51611,Civilian: Retirement Accrual,Civilian Retirement,45152,1,Adopted,45152
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,49628,1,Adopted,49628
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,24115,1,Adopted,24115
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,34782,1,Adopted,34782
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,58523,Overhead: Division Cost Allocation,Overhead Allocations,36938,1,Adopted,36938
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51111,Civilian: Regular,Civilian Salaries,59887,1,Adopted,59887
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51511,Civilian: Paid Leave Charge,Civilian Salaries,17787,1,Adopted,17787
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51611,Civilian: Retirement Accrual,Civilian Retirement,27497,1,Adopted,27497
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,30223,1,Adopted,30223
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,14680,1,Adopted,14680
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,21174,1,Adopted,21174
FY16-17,Expense,Public Works,Public Works,30243,Right of Way Management,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,58523,Overhead: Division Cost Allocation,Overhead Allocations,22487,1,Adopted,22487
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51111,Civilian: Regular,Civilian Salaries,33598,1,Adopted,33598
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,165,1,Adopted,165
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51511,Civilian: Paid Leave Charge,Civilian Salaries,9980,1,Adopted,9980
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51611,Civilian: Retirement Accrual,Civilian Retirement,15426,1,Adopted,15426
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,16957,1,Adopted,16957
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,8236,1,Adopted,8236
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,11879,1,Adopted,11879
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: Local Streets & Roads,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,58523,Overhead: Division Cost Allocation,Overhead Allocations,12616,1,Adopted,12616
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,51111,Civilian: Regular,Civilian Salaries,6005,1,Adopted,6005
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,51511,Civilian: Paid Leave Charge,Civilian Salaries,1784,1,Adopted,1784
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,51611,Civilian: Retirement Accrual,Civilian Retirement,2757,1,Adopted,2757
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,3031,1,Adopted,3031
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,58521,Overhead: Departmental Cost Allocation,Overhead Allocations,1472,1,Adopted,1472
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,58522,Overhead: Central Services Cost Allocation,Overhead Allocations,2123,1,Adopted,2123
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,58523,Overhead: Division Cost Allocation,Overhead Allocations,2255,1,Adopted,2255
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51111,Civilian: Regular,Civilian Salaries,53327,1,Adopted,53327
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51122,Temporary: Regular Part Time,Civilian Salaries,4099,1,Adopted,4099
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51313,"Allowance: Auto Flat (1, 2, Partially 3)",Allowances & Premiums,165,1,Adopted,165
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,51420,License,Allowances & Premiums,502,1,Adopted,502
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51420,License,Allowances & Premiums,1298,1,Adopted,1298
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,51511,Civilian: Paid Leave Charge,Civilian Salaries,20764,1,Adopted,20764
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,51511,Civilian: Paid Leave Charge,Civilian Salaries,4277,1,Adopted,4277
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51511,Civilian: Paid Leave Charge,Civilian Salaries,15980,1,Adopted,15980
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,51611,Civilian: Retirement Accrual,Civilian Retirement,6612,1,Adopted,6612
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51611,Civilian: Retirement Accrual,Civilian Retirement,24484,1,Adopted,24484
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,51611,Civilian: Retirement Accrual,Civilian Retirement,32098,1,Adopted,32098
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,27185,1,Adopted,27185
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,7267,1,Adopted,7267
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,51613,Civilian: Fringe Benefits Accrual,Civilian Fringe Benefits,35281,1,Adopted,35281
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,51627,Retirement Contributions,Civilian Retirement,159,1,Adopted,159
