Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,IP59,FINANCIAL MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,642634,642634,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,IP59,FINANCIAL MANAGEMENT,Expense,55212,Operation & Maintenance,Registration and Tuition,2900,2900,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,IP59,FINANCIAL MANAGEMENT,Expense,53116,Services & Supplies,Telephone,6400,6400,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1010,General Fund: General Purpose,IP59,FINANCIAL MANAGEMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,4000,4000,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,IP49,DPBNP ADMINISTRATION,Expense,51111,Civilian Salaries,Civilian: Regular,21297,21297,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,IP49,DPBNP ADMINISTRATION,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,5885,5885,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,IP49,DPBNP ADMINISTRATION,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,10153,10153,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,IP49,DPBNP ADMINISTRATION,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,7421,7421,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,IP59,FINANCIAL MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,10386,10386,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,IP59,FINANCIAL MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,13096,13096,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,IP59,FINANCIAL MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,37586,37586,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,1610,Successor Redevelopment Agency Reimbursement Fund,IP59,FINANCIAL MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,17917,17917,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,2415,Development Service Fund,IP59,FINANCIAL MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,7421,7421,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,2415,Development Service Fund,IP59,FINANCIAL MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,21297,21297,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,2415,Development Service Fund,IP59,FINANCIAL MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,10153,10153,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,2415,Development Service Fund,IP59,FINANCIAL MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,5885,5885,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,4200,Radio / Telecommunications,IP59,FINANCIAL MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,8643,8643,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,4200,Radio / Telecommunications,IP59,FINANCIAL MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,6317,6317,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,4200,Radio / Telecommunications,IP59,FINANCIAL MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,5010,5010,3,Proposed
FY13-14,Administrative Services,Treasury,8741,Treasury: Payroll,4200,Radio / Telecommunications,IP59,FINANCIAL MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,18130,18130,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,1010,General Fund: General Purpose,0,Undetermined Program,Expense,52211,Services & Supplies,Stationery and Office Supplies,10,10,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,12601,12601,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,9993,9993,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,17240,17240,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,36165,36165,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP51,FISCAL MANAGEMENT,Revenue,49112,Transfers from Fund Balance,Transfers from Undesignated Fund Balance,479856,479856,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP59,FINANCIAL MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,67067,67067,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP59,FINANCIAL MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,140689,140689,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP59,FINANCIAL MANAGEMENT,Expense,54011,Contract Services,Contract Contingencies (Budgetary Only),277677,277677,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP59,FINANCIAL MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,49021,49021,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP59,FINANCIAL MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,38877,38877,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP59,FINANCIAL MANAGEMENT,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",1680,1680,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54930,Contract Services,Services: Professional,1864000,1864000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53313,Services & Supplies,Official Hospitality,1800,1800,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55311,Operation & Maintenance,Memberships: Employee Association Dues,2200,2200,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,56312,Internal Services & Work Orders,Duplicating,5000,5000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53719,Services & Supplies,Miscellaneous Services,18000,18000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",2000,2000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55114,Operation & Maintenance,Per Diem and Lodging,25000,25000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55111,Operation & Maintenance,Non-City Vehicle Rentals,8500,8500,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54511,Contract Services,Legal Fees,30000,30000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53116,Services & Supplies,Telephone,800,800,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55212,Operation & Maintenance,Registration and Tuition,10000,10000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55211,Operation & Maintenance,Periodical Subscriptions,1000,1000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",9000,9000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55112,Operation & Maintenance,Commercial Transportation,12000,12000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,56123,Internal Services & Work Orders,City Accounting Services,415,415,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54911,Contract Services,Services: Contract,40000,40000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,111674,111674,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,53235,53235,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53611,Services & Supplies,Postage and Mailing,15000,15000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54111,Contract Services,Accounting and Auditing Services,27568,27568,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,3000,3000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,30857,30857,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7100,Police and Fire Retirement System,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,38911,38911,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,0,Undetermined Program,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",2000,2000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP59,FINANCIAL MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,30647,30647,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP59,FINANCIAL MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,8469,8469,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP59,FINANCIAL MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,10679,10679,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP59,FINANCIAL MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,14610,14610,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54930,Contract Services,Services: Professional,21000,21000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,56123,Internal Services & Work Orders,City Accounting Services,721,721,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53719,Services & Supplies,Miscellaneous Services,4400,4400,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,56312,Internal Services & Work Orders,Duplicating,4000,4000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,3438,3438,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54111,Contract Services,Accounting and Auditing Services,22145,22145,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,9867,9867,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,2727,2727,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53611,Services & Supplies,Postage and Mailing,3500,3500,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52211,Services & Supplies,Stationery and Office Supplies,2000,2000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55112,Operation & Maintenance,Commercial Transportation,7000,7000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52213,Services & Supplies,"Minor Computer Hardware and Software (No Asset Number, Not Capitalized)",1000,1000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53116,Services & Supplies,Telephone,500,500,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55212,Operation & Maintenance,Registration and Tuition,15000,15000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,4704,4704,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55111,Operation & Maintenance,Non-City Vehicle Rentals,2000,2000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55114,Operation & Maintenance,Per Diem and Lodging,15000,15000,3,Proposed
FY13-14,Administrative Services,Treasury,8751,Retirement,7120,Oakland Municipal Employees' Retirement System OMERS,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53313,Services & Supplies,Official Hospitality,500,500,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,0,Undetermined Program,Revenue,45419,Service Charges,Other Fees: Miscellaneous,8142,8142,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP59,FINANCIAL MANAGEMENT,Expense,51212,Civilian Salaries,Civilian: Other Overtime,8130,8130,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55113,Operation & Maintenance,Meals,250,250,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,111486,111486,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53212,Services & Supplies,Rental: Equipment (Other Than Office Equipment),470,470,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54611,Contract Services,Repair and Maintenance: Machinery and Equipment,1940,1940,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55211,Operation & Maintenance,Periodical Subscriptions,390,390,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53116,Services & Supplies,Telephone,6200,6200,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55312,Operation & Maintenance,Memberships: City,330,330,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55114,Operation & Maintenance,Per Diem and Lodging,500,500,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55112,Operation & Maintenance,Commercial Transportation,390,390,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",2940,2940,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52614,Services & Supplies,Books,300,300,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54919,Contract Services,Services: Miscellaneous Contract,4150,4150,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53716,Services & Supplies,"Printing, Duplication and Publication",500,500,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",430,430,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53719,Services & Supplies,Miscellaneous Services,700,700,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55212,Operation & Maintenance,Registration and Tuition,1030,1030,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,52212,Services & Supplies,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",630,630,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,64624,64624,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,81488,81488,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55219,Operation & Maintenance,Miscellaneous Educational Expenditures,750,750,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",250,250,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53611,Services & Supplies,Postage and Mailing,3000,3000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,233866,233866,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,56312,Internal Services & Work Orders,Duplicating,43080,43080,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Revenue,45612,Service Charges,Port Revenue: Special Revenue,229509,229509,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55311,Operation & Maintenance,Memberships: Employee Association Dues,740,740,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1010,General Fund: General Purpose,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51428,Sworn Salaries,Premium: Bilingual,3306,3306,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1150,Worker's Compensation Insurance Claims,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,8106,8106,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1150,Worker's Compensation Insurance Claims,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51111,Civilian Salaries,Civilian: Regular,29334,29334,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1150,Worker's Compensation Insurance Claims,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51313,Civilian Salaries,"Allowance: Auto Flat (1, 2, Partially 3)",840,840,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1150,Worker's Compensation Insurance Claims,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,10221,10221,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,1150,Worker's Compensation Insurance Claims,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,13984,13984,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53716,Services & Supplies,"Printing, Duplication and Publication",4000,4000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55119,Operation & Maintenance,"Miscellaneous Travel Expenditures (Tips, Parking)",1000,1000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53116,Services & Supplies,Telephone,500,500,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Revenue,48727,Miscellaneous Revenue,Other Revenue: Other Income,118450,118450,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,6992,6992,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,54521,Contract Services,Miscellaneous Legal Fees,15000,15000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Revenue,49111,Transfers from Fund Balance,Reserve Transfers: From Designated Fund Balance,111485,111485,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,4053,4053,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55219,Operation & Maintenance,Miscellaneous Educational Expenditures,2000,2000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,55114,Operation & Maintenance,Per Diem and Lodging,7000,7000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53719,Services & Supplies,Miscellaneous Services,20000,20000,3,Proposed
FY13-14,Administrative Services,Human Resources,5111,Personnel Administration and Information,7130,Employee Deferred Compensation,IP61,HUMAN RESOURCE MANAGEMENT,Expense,53611,Services & Supplies,Postage and Mailing,1500,1500,3,Proposed
