Fiscal Year Range,Account Type,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Project Code,Project Description,Program Code,Program Description,Account Category,Account Code,Account Description,Amount,Budget Type,Budget Name,Amount as number
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,3530,3,Proposed,3530
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,27185,3,Proposed,27185
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,13874,3,Proposed,13874
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,84927,3,Proposed,84927
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,Civilian Retirement,51611,Civilian: Retirement Accrual,384018,3,Proposed,384018
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,Civilian Salaries,51111,Civilian: Regular,129602,3,Proposed,129602
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",165,3,Proposed,165
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,Civilian Salaries,51511,Civilian: Paid Leave Charge,248420,3,Proposed,248420
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Civilian Retirement,51611,Civilian: Retirement Accrual,6612,3,Proposed,6612
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Civilian Retirement,51627,Retirement Contributions,159,3,Proposed,159
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,Overhead Allocations,58523,Overhead: Division Cost Allocation,314050,3,Proposed,314050
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Civilian Salaries,51511,Civilian: Paid Leave Charge,4277,3,Proposed,4277
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,Civilian Retirement,51611,Civilian: Retirement Accrual,2757,3,Proposed,2757
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,59499,3,Proposed,59499
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Civilian Salaries,51420,License,502,3,Proposed,502
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,295717,3,Proposed,295717
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Civilian Salaries,51420,License,1298,3,Proposed,1298
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,31770,3,Proposed,31770
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,11879,3,Proposed,11879
FY16-17,Revenue,Public Works,Public Works,30244,Sanitary Sewer Design,3150,Sewer Rate Stabilization Fund,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Interfund Transfers,49212,Operating Transfers: Other,500000,3,Proposed,500000
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Overhead Allocations,58523,Overhead: Division Cost Allocation,12616,3,Proposed,12616
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Civilian Salaries,51511,Civilian: Paid Leave Charge,15980,3,Proposed,15980
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,422098,3,Proposed,422098
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,41252,3,Proposed,41252
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,Overhead Allocations,58523,Overhead: Division Cost Allocation,2255,3,Proposed,2255
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Civilian Salaries,51111,Civilian: Regular,168282,3,Proposed,168282
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,Civilian Retirement,51611,Civilian: Retirement Accrual,59506,3,Proposed,59506
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,Civilian Salaries,51111,Civilian: Regular,6005,3,Proposed,6005
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Overhead Allocations,58523,Overhead: Division Cost Allocation,5407,3,Proposed,5407
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN06,PROJECT DELIVERY,Civilian Salaries,51111,Civilian: Regular,14400,3,Proposed,14400
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Civilian Retirement,51611,Civilian: Retirement Accrual,24484,3,Proposed,24484
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN05,ENGINEERING PLANNING & DESIGN,Civilian Salaries,51420,License,11684,3,Proposed,11684
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2415,Development Service Fund,A167520,RIGHT OF WAY INSPECTIONs 2415,IN05,ENGINEERING PLANNING & DESIGN,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,3031,3,Proposed,3031
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Civilian Salaries,51511,Civilian: Paid Leave Charge,9980,3,Proposed,9980
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,45823,3,Proposed,45823
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Civilian Salaries,51111,Civilian: Regular,53327,3,Proposed,53327
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Overhead Allocations,58523,Overhead: Division Cost Allocation,63188,3,Proposed,63188
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Contract Services,54919,Services: Miscellaneous Contract,500000,3,Proposed,500000
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN13,SANITARY SEWER MANAGEMENT & MAINT,Civilian Retirement,51611,Civilian: Retirement Accrual,77266,3,Proposed,77266
FY16-17,Expense,Public Works,Public Works,30244,Sanitary Sewer Design,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN06,PROJECT DELIVERY,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,65406,3,Proposed,65406
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,34625,3,Proposed,34625
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Internal Services & Work Orders,56111,Special Setups,597,3,Proposed,597
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51111,Civilian: Regular,67187,3,Proposed,67187
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A-DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51111,Civilian: Regular,67021,3,Proposed,67021
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN-B,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,28591,3,Proposed,28591
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58523,Overhead: Division Cost Allocation,25228,3,Proposed,25228
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",1665,3,Proposed,1665
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,14787,3,Proposed,14787
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN-B,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51511,Civilian: Paid Leave Charge,24018,3,Proposed,24018
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58523,Overhead: Division Cost Allocation,46934,3,Proposed,46934
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A-DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Project Offsets & Carryforwards,78811,Budget Only: Prior  Year Allocation Offset Project Total,-216817,3,Proposed,-216817
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN-B,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,19823,3,Proposed,19823
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,30641,3,Proposed,30641
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51111,Civilian: Regular,60320,3,Proposed,60320
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Internal Services & Work Orders,56113,Facilities: General Support,9114,3,Proposed,9114
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A-DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58523,Overhead: Division Cost Allocation,25166,3,Proposed,25166
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A-DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,33824,3,Proposed,33824
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN-B,IN14,STORM DRAIN MANAGEMENT & MAINT,Project Offsets & Carryforwards,78811,Budget Only: Prior  Year Allocation Offset Project Total,-450728,3,Proposed,-450728
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Internal Services & Work Orders,56123,City Accounting Services,190,3,Proposed,190
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,49423,3,Proposed,49423
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Retirement,51611,Civilian: Retirement Accrual,44965,3,Proposed,44965
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A-DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,23697,3,Proposed,23697
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,33907,3,Proposed,33907
FY16-17,Revenue,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Grants & Subsidies,46312,County Grant: Alameda Flood Control,210000,3,Proposed,210000
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A-DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51511,Civilian: Paid Leave Charge,19907,3,Proposed,19907
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,63081,3,Proposed,63081
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,30441,3,Proposed,30441
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,21327,3,Proposed,21327
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,16470,3,Proposed,16470
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Contract Services,54411,Architectural and Engineering Services,500000,3,Proposed,500000
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Contract Services,54411,Architectural and Engineering Services,75000,3,Proposed,75000
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51511,Civilian: Paid Leave Charge,37126,3,Proposed,37126
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51511,Civilian: Paid Leave Charge,29088,3,Proposed,29088
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN-B,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Fringe Benefits,51613,Civilian: Fringe Benefits Accrual,40810,3,Proposed,40810
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2211,Measure B: ACTIA,0000000,UNDETERMINED PROJECT,IN05,ENGINEERING PLANNING & DESIGN,Contract Services,54911,Services: Contract,150000,3,Proposed,150000
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,24007,3,Proposed,24007
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A-DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Retirement,51611,Civilian: Retirement Accrual,30773,3,Proposed,30773
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN-B,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51111,Civilian: Regular,80865,3,Proposed,80865
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Retirement,51611,Civilian: Retirement Accrual,57390,3,Proposed,57390
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Retirement,51611,Civilian: Retirement Accrual,27695,3,Proposed,27695
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51111,Civilian: Regular,97931,3,Proposed,97931
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Services & Supplies,53719,Miscellaneous Services,4731,3,Proposed,4731
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51511,Civilian: Paid Leave Charge,17916,3,Proposed,17916
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51111,Civilian: Regular,124994,3,Proposed,124994
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58523,Overhead: Division Cost Allocation,36772,3,Proposed,36772
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51511,Civilian: Paid Leave Charge,19956,3,Proposed,19956
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Retirement,51611,Civilian: Retirement Accrual,30848,3,Proposed,30848
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN-B,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Retirement,51611,Civilian: Retirement Accrual,37129,3,Proposed,37129
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,7760,Grant Clearing,A167810,PROJECT MGT CLEARING,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",825,3,Proposed,825
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,Services & Supplies,53719,Miscellaneous Services,310000,3,Proposed,310000
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244910,WATERSHED ACQUISITION A-DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58521,Overhead: Departmental Cost Allocation,16429,3,Proposed,16429
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN-B,IN14,STORM DRAIN MANAGEMENT & MAINT,Civilian Salaries,51313,"Allowance: Auto Flat (1, 2, Partially 3)",3360,3,Proposed,3360
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,2990,Public Works Grants,H57910,COLLABRTVE CREEKS PRGM (FORMERLY CREEKS MAINT AGRMT),IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58523,Overhead: Division Cost Allocation,22649,3,Proposed,22649
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,23755,3,Proposed,23755
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C396110,MEASURE DD ADMIN-B,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58523,Overhead: Division Cost Allocation,30364,3,Proposed,30364
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,3100,Sewer Service Fund,0000000,UNDETERMINED PROJECT,IN14,STORM DRAIN MANAGEMENT & MAINT,Overhead Allocations,58522,Overhead: Central Services Cost Allocation,44194,3,Proposed,44194
FY16-17,Expense,Public Works,Public Works,30245,Watershed & Stormwater Program,5321,"Measure DD: 2009B Clean Water,Safe Parks & Open Space Trust Fund for Oakland",C244810,CREEK RESTORATION DD,IN14,STORM DRAIN MANAGEMENT & MAINT,Project Offsets & Carryforwards,78811,Budget Only: Prior  Year Allocation Offset Project Total,-230943,3,Proposed,-230943
FY16-17,Revenue,Public Works,Public Works,30261,Transportation Services: Admin,2416,Traffic Safety Fund,0000000,UNDETERMINED PROJECT,NB33,TRANSPORTATION & PEDESTRIAN SAFETY,Fines & Penalties,43111,Fines: State Vehicle Code,1526764,3,Proposed,1526764
