Fiscal Year Range,Department,Division,Org Code,Org Description,Fund Code,Fund Description,Program Code,Program Description,Account Type,Account Code,Account Category,Account Description,Amount,Amount as number,Budget Type,Budget Name
FY14-15,Community Services,Parks & Recreation,502231,Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,13447,13447,3,Proposed
FY14-15,Community Services,Parks & Recreation,502231,Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,1042,1042,3,Proposed
FY14-15,Community Services,Parks & Recreation,502231,Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51425,Civilian Salaries,Health and Welfare Benefits,3489,3489,3,Proposed
FY14-15,Community Services,Parks & Recreation,502231,Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,200,200,3,Proposed
FY14-15,Community Services,Parks & Recreation,502231,Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,500,500,3,Proposed
FY14-15,Community Services,Parks & Recreation,502231,Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,55111,Operation & Maintenance,Non-City Vehicle Rentals,177,177,3,Proposed
FY14-15,Community Services,Parks & Recreation,502231,Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,45239,Service Charges,Parks & Rec Fee: Miscellaneous,25000,25000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502231,Bushrod Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",2035,2035,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52211,Services & Supplies,Stationery and Office Supplies,1185,1185,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51111,Civilian Salaries,Civilian: Regular,69244,69244,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,19134,19134,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,34953,34953,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,25718,25718,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,490,490,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,200,200,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,CE05,CULTURAL ARTS,Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",200,200,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52916,Services & Supplies,Administration For Field Trips,7000,7000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52211,Services & Supplies,Stationery and Office Supplies,65,65,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,2900,2900,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51627,Civilian Retirement,Retirement Contributions,70,70,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51425,Civilian Salaries,Health and Welfare Benefits,3489,3489,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,50559,50559,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,55111,Operation & Maintenance,Non-City Vehicle Rentals,1377,1377,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52912,Services & Supplies,Clothing,50,50,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51425,Civilian Salaries,Health and Welfare Benefits,3489,3489,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,55112,Operation & Maintenance,Commercial Transportation,200,200,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,14900,14900,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,1867,1867,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51627,Civilian Retirement,Retirement Contributions,1896,1896,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,54711,Contract Services,Printing and Duplicating Services,50,50,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,800,800,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52916,Services & Supplies,Administration For Field Trips,5236,5236,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",3230,3230,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,145,145,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,3918,3918,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52212,Services & Supplies,"Minor Furniture and Office Equipment (No Asset Number, Not Capitalized)",909,909,3,Proposed
FY14-15,Community Services,Parks & Recreation,502232,Defremery Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,45239,Service Charges,Parks & Rec Fee: Miscellaneous,35030,35030,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,50,50,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,1329,1329,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,21291,21291,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51111,Civilian Salaries,Civilian: Regular,42179,42179,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,15666,15666,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,55111,Operation & Maintenance,Non-City Vehicle Rentals,621,621,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,11655,11655,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,55111,Operation & Maintenance,Non-City Vehicle Rentals,1677,1677,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,541,541,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51627,Civilian Retirement,Retirement Contributions,261,261,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,300,300,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,45239,Service Charges,Parks & Rec Fee: Miscellaneous,7310,7310,3,Proposed
FY14-15,Community Services,Parks & Recreation,502233,Golden Gate Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,6972,6972,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51111,Civilian Salaries,Civilian: Regular,75457,75457,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52211,Services & Supplies,Stationery and Office Supplies,2500,2500,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,20851,20851,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1625,1625,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,38089,38089,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,28026,28026,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51627,Civilian Retirement,Retirement Contributions,237,237,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,6341,6341,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51425,Civilian Salaries,Health and Welfare Benefits,3489,3489,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,45239,Service Charges,Parks & Rec Fee: Miscellaneous,60000,60000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51425,Civilian Salaries,Health and Welfare Benefits,3489,3489,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,4180,4180,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51627,Civilian Retirement,Retirement Contributions,2022,2022,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,55212,Operation & Maintenance,Registration and Tuition,2685,2685,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",980,980,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,53944,53944,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,492,492,3,Proposed
FY14-15,Community Services,Parks & Recreation,502234,Lincoln Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,44313,Service Charges,Facility Rental: Gym,10000,10000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51111,Civilian Salaries,Civilian: Regular,75375,75375,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,38048,38048,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,20829,20829,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,27995,27995,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,360,360,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52211,Services & Supplies,Stationery and Office Supplies,300,300,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,55112,Operation & Maintenance,Commercial Transportation,70,70,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,CE05,CULTURAL ARTS,Expense,55112,Operation & Maintenance,Commercial Transportation,200,200,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52611,Services & Supplies,Supplies: Athletic,101,101,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52211,Services & Supplies,Stationery and Office Supplies,732,732,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,151772,151772,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52912,Services & Supplies,Clothing,3000,3000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,45239,Service Charges,Parks & Rec Fee: Miscellaneous,265540,265540,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52914,Services & Supplies,Minor Tools and Equipment,500,500,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",9410,9410,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51111,Civilian Salaries,Civilian: Regular,33699,33699,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52916,Services & Supplies,Administration For Field Trips,8407,8407,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,9312,9312,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,19000,19000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,2500,2500,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51425,Civilian Salaries,Health and Welfare Benefits,10467,10467,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,55112,Operation & Maintenance,Commercial Transportation,330,330,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,1500,1500,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,28773,28773,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,12516,12516,3,Proposed
FY14-15,Community Services,Parks & Recreation,502235,Montclair Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51627,Civilian Retirement,Retirement Contributions,5691,5691,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,33425,33425,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52211,Services & Supplies,Stationery and Office Supplies,1875,1875,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,18298,18298,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51611,Civilian Retirement,Civilian: Retirement Accrual,24594,24594,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51111,Civilian Salaries,Civilian: Regular,66217,66217,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,1000,1000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,55112,Operation & Maintenance,Commercial Transportation,500,500,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52916,Services & Supplies,Administration For Field Trips,1500,1500,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52629,Services & Supplies,"Supplies: Misc. Athletic, Craft, and Cultural",1190,1190,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,44329,Service Charges,Facility Rentals: Miscellaneous,6500,6500,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52512,Services & Supplies,Supplies: Construction,900,900,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Revenue,45239,Service Charges,Parks & Rec Fee: Miscellaneous,47840,47840,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51425,Civilian Salaries,Health and Welfare Benefits,6978,6978,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51613,Civilian Fringe Benefits,Civilian: Fringe Benefits Accrual,3250,3250,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51627,Civilian Retirement,Retirement Contributions,1572,1572,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,51122,Civilian Salaries,Temporary: Regular Part Time,41937,41937,3,Proposed
FY14-15,Community Services,Parks & Recreation,502236,Mosswood Recreation Center,1820,OPRCA Self Sustaining Revolving Fund,NB03,"RECREATION, CULTURAL CIVIC",Expense,52919,Services & Supplies,Supplies: Miscellaneous and Commodities,1000,1000,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52211,Services & Supplies,Stationery and Office Supplies,1060,1060,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,52911,Services & Supplies,Bottled Water and Food for Human Consumption,315,315,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51428,Sworn Salaries,Premium: Bilingual,3059,3059,3,Proposed
FY14-15,Community Services,Parks & Recreation,502237,Poplar Recreation Center,1010,General Fund: General Purpose,NB03,"RECREATION, CULTURAL CIVIC",Expense,51511,Civilian Salaries,Civilian: Paid Leave Charge,19134,19134,3,Proposed
